,payment_type_id,internet_service_type_id,customer_id,contract_type_id,paperless_billing,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type_id,paperless_billing,monthly_charges,total_charges,churn,internet_service_type,payment_type
811,3,1,1183-CANVH,2,No,Female,0,Yes,No,23,Yes,No,No,No,No,Yes,Yes,No,2,No,60.0,1347.15,No,DSL,Bank transfer (automatic)
812,1,2,1184-PJVDB,1,Yes,Male,0,Yes,No,10,Yes,No,No,No,No,No,Yes,No,1,Yes,79.95,857.2,Yes,Fiber optic,Electronic check
813,4,1,1187-WILMM,3,Yes,Male,0,Yes,Yes,63,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,89.4,5597.65,No,DSL,Credit card (automatic)
814,4,2,1193-RTSLK,1,Yes,Female,0,No,No,38,Yes,No,Yes,Yes,Yes,No,No,No,1,Yes,83.9,3233.6,Yes,Fiber optic,Credit card (automatic)
815,2,1,1194-BHJYC,3,Yes,Male,0,Yes,No,61,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,3,Yes,62.15,3778.85,No,DSL,Mailed check
816,4,2,1194-HVAIF,1,No,Female,0,Yes,No,27,Yes,Yes,No,No,No,No,Yes,Yes,1,No,95.0,2462.55,No,Fiber optic,Credit card (automatic)
817,3,3,1194-SPVSP,1,No,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.65,19.65,No,None,Bank transfer (automatic)
818,1,2,1195-OIYEJ,1,Yes,Male,0,No,No,13,Yes,No,No,No,No,No,Yes,Yes,1,Yes,91.1,1135.7,Yes,Fiber optic,Electronic check
819,1,2,1196-AMORA,1,No,Male,0,No,No,7,Yes,Yes,No,No,No,No,No,No,1,No,73.6,520,Yes,Fiber optic,Electronic check
820,1,2,1197-BVMVG,1,Yes,Female,1,No,No,4,Yes,Yes,No,No,No,No,No,No,1,Yes,74.45,294.45,No,Fiber optic,Electronic check
821,1,2,1200-TUZHR,1,No,Female,1,No,No,8,Yes,Yes,No,No,No,No,No,Yes,1,No,85.2,695.75,No,Fiber optic,Electronic check
822,3,1,1202-KKGFU,1,No,Female,0,Yes,No,12,Yes,No,Yes,No,No,Yes,No,No,1,No,54.2,690.5,No,DSL,Bank transfer (automatic)
823,2,1,1205-WNWPJ,1,Yes,Female,0,No,No,7,Yes,No,No,No,No,Yes,Yes,No,1,Yes,59.5,415.95,Yes,DSL,Mailed check
824,3,2,1206-EHBDD,3,No,Female,0,Yes,No,56,Yes,No,Yes,No,Yes,No,No,No,3,No,80.3,4513.65,No,Fiber optic,Bank transfer (automatic)
825,2,3,1207-BLKSA,3,No,Female,0,Yes,Yes,52,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,23.05,1255.1,No,None,Mailed check
826,4,1,1208-DNHLN,2,Yes,Male,0,Yes,Yes,23,Yes,Yes,No,No,No,No,No,No,2,Yes,48.35,1067.15,Yes,DSL,Credit card (automatic)
827,1,1,1208-NBVFH,1,Yes,Male,0,Yes,Yes,20,Yes,No,No,No,Yes,No,No,No,1,Yes,49.6,939.8,No,DSL,Electronic check
828,2,1,1209-VFFOC,3,Yes,Male,0,Yes,Yes,68,No,No phone service,Yes,Yes,Yes,Yes,No,Yes,3,Yes,56.4,3948.45,No,DSL,Mailed check
829,2,2,1212-GLHMD,1,Yes,Male,0,No,No,3,Yes,No,Yes,No,No,No,No,Yes,1,Yes,86.05,244.85,No,Fiber optic,Mailed check
830,3,1,1213-NGCUN,1,Yes,Female,0,No,No,6,Yes,No,No,No,No,Yes,No,No,1,Yes,49.65,267.35,Yes,DSL,Bank transfer (automatic)
831,2,3,1215-EXRMO,3,No,Male,0,Yes,No,50,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,20.55,1067.65,No,None,Mailed check
832,3,2,1215-FIGMP,1,Yes,Male,0,No,No,60,Yes,Yes,No,Yes,No,No,Yes,No,1,Yes,89.9,5450.7,No,Fiber optic,Bank transfer (automatic)
833,2,1,1215-VFYVK,1,No,Female,0,No,No,4,No,No phone service,Yes,No,Yes,Yes,No,Yes,1,No,48.25,202.25,No,DSL,Mailed check
834,4,2,1216-BGTSP,1,Yes,Male,0,No,No,45,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,Yes,108.45,4964.7,No,Fiber optic,Credit card (automatic)
835,1,2,1216-JWVUX,1,Yes,Male,0,Yes,Yes,25,Yes,No,No,Yes,No,No,No,No,1,Yes,75.5,1901.05,No,Fiber optic,Electronic check
836,3,2,1217-VASWC,2,Yes,Male,1,Yes,No,43,Yes,No,No,Yes,Yes,No,Yes,Yes,2,Yes,100.55,4304,No,Fiber optic,Bank transfer (automatic)
837,2,3,1218-VKFPE,1,No,Female,0,Yes,Yes,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.0,233.55,Yes,None,Mailed check
838,1,2,1219-NNDDO,1,Yes,Female,0,No,No,9,Yes,Yes,No,No,No,No,No,No,1,Yes,76.85,663.55,No,Fiber optic,Electronic check
839,2,1,1221-GHZEP,3,Yes,Female,0,No,No,62,Yes,No,Yes,No,No,Yes,No,Yes,3,Yes,65.1,3846.75,No,DSL,Mailed check
840,3,3,1222-KJNZD,1,Yes,Male,0,Yes,Yes,40,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,20.4,745.3,No,None,Bank transfer (automatic)
841,2,3,1222-LRYKO,1,No,Male,0,No,Yes,6,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,26.35,184.05,No,None,Mailed check
842,2,3,1223-UNPKS,3,No,Male,0,Yes,Yes,20,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,20.05,400,No,None,Mailed check
843,1,2,1226-IENZN,1,Yes,Male,1,No,No,16,Yes,No,No,No,No,No,No,Yes,1,Yes,78.75,1218.25,No,Fiber optic,Electronic check
844,1,3,1226-JZNKR,2,No,Female,0,Yes,Yes,8,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,19.8,160.05,No,None,Electronic check
845,2,1,1226-UDFZR,1,Yes,Female,0,No,No,2,Yes,No,No,Yes,No,No,No,No,1,Yes,49.6,114.7,Yes,DSL,Mailed check
846,3,1,1227-UDMZR,3,Yes,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,91.15,6637.9,No,DSL,Bank transfer (automatic)
847,4,2,1228-FZFRV,1,No,Male,0,Yes,Yes,50,Yes,Yes,Yes,No,Yes,No,Yes,Yes,1,No,105.95,5341.8,Yes,Fiber optic,Credit card (automatic)
848,2,2,1228-ZLNBX,1,No,Male,0,No,No,21,Yes,Yes,No,No,No,No,No,No,1,No,75.3,1570.7,No,Fiber optic,Mailed check
849,1,2,1229-RCALF,2,Yes,Female,0,Yes,No,64,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,115.0,7396.15,No,Fiber optic,Electronic check
850,2,1,1230-QAJDW,1,Yes,Male,0,No,No,3,Yes,Yes,No,No,No,Yes,Yes,No,1,Yes,65.25,209.9,No,DSL,Mailed check
851,3,3,1231-YNDEK,3,Yes,Male,0,No,No,58,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,19.15,1035.5,No,None,Bank transfer (automatic)
852,4,2,1236-WFCDV,1,No,Male,1,No,No,14,Yes,No,No,No,No,No,Yes,Yes,1,No,90.45,1266.1,Yes,Fiber optic,Credit card (automatic)
853,2,3,1237-WIYYZ,1,Yes,Female,0,No,No,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,19.55,389.25,No,None,Mailed check
854,2,3,1240-HCBOH,3,Yes,Female,0,No,No,67,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,26.1,1759.55,No,None,Mailed check
855,2,3,1240-KNSEZ,1,Yes,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,20.1,20.1,Yes,None,Mailed check
856,3,3,1241-EZFMJ,3,No,Male,0,Yes,No,61,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,25.45,1538.6,No,None,Bank transfer (automatic)
857,2,3,1241-FPMOF,3,No,Male,0,No,No,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,19.65,1025.05,No,None,Mailed check
858,2,3,1245-HARPS,3,No,Female,0,Yes,No,14,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,20.4,292.4,No,None,Mailed check
859,2,1,1247-QBVSH,1,No,Female,0,Yes,Yes,43,Yes,No,No,Yes,No,No,No,No,1,No,50.2,2169.4,No,DSL,Mailed check
860,2,3,1248-DYXUB,3,No,Male,0,Yes,Yes,52,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,24.8,1229.1,No,None,Mailed check
861,2,1,1251-KRREG,1,Yes,Male,0,No,No,2,Yes,Yes,No,Yes,No,No,No,No,1,Yes,54.4,114.1,Yes,DSL,Mailed check
862,1,2,1251-STYSZ,1,Yes,Female,1,No,No,4,Yes,Yes,Yes,No,No,No,No,No,1,Yes,80.25,303.7,No,Fiber optic,Electronic check
863,1,2,1254-IZEYF,1,Yes,Female,1,No,No,31,Yes,Yes,No,Yes,No,No,Yes,Yes,1,Yes,99.95,3186.65,Yes,Fiber optic,Electronic check
864,2,3,1257-SXUXQ,1,No,Male,0,Yes,Yes,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.45,86.05,No,None,Mailed check
865,3,2,1258-YMZNM,2,Yes,Female,1,No,No,27,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2,Yes,110.5,2857.6,No,Fiber optic,Bank transfer (automatic)
866,1,1,1260-TTRXI,1,No,Male,0,No,No,4,Yes,No,No,No,No,No,No,Yes,1,No,54.3,195.3,Yes,DSL,Electronic check
867,3,1,1261-FWTTE,1,Yes,Male,1,No,No,23,No,No phone service,No,No,No,No,No,Yes,1,Yes,34.65,768.45,No,DSL,Bank transfer (automatic)
868,3,2,1262-OPMFY,1,Yes,Female,0,Yes,No,9,Yes,No,No,No,Yes,No,No,No,1,Yes,75.75,655.9,Yes,Fiber optic,Bank transfer (automatic)
869,1,2,1264-BYWMS,1,Yes,Male,0,No,No,55,Yes,Yes,No,No,No,No,Yes,Yes,1,Yes,96.8,5283.95,Yes,Fiber optic,Electronic check
870,4,1,1264-FUHCX,2,Yes,Female,0,Yes,No,49,No,No phone service,No,Yes,No,Yes,Yes,Yes,2,Yes,56.3,2780.6,No,DSL,Credit card (automatic)
871,3,1,1265-BCFEO,3,Yes,Female,0,Yes,No,71,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3,Yes,80.45,5662.25,No,DSL,Bank transfer (automatic)
872,4,1,1265-HVPZB,2,No,Male,0,Yes,No,59,Yes,No,Yes,Yes,Yes,No,Yes,No,2,No,66.4,3958.2,No,DSL,Credit card (automatic)
873,4,2,1265-XTECC,2,Yes,Female,1,Yes,No,68,Yes,Yes,Yes,Yes,No,No,No,Yes,2,Yes,96.55,6581.9,Yes,Fiber optic,Credit card (automatic)
874,2,1,1265-ZFOSD,3,Yes,Female,0,Yes,No,64,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,3,Yes,81.3,5129.3,No,DSL,Mailed check
875,3,1,1266-NZYUI,3,No,Female,0,Yes,Yes,72,Yes,Yes,Yes,No,Yes,Yes,No,No,3,No,66.85,4758.8,No,DSL,Bank transfer (automatic)
876,4,2,1268-ASBGA,1,Yes,Female,1,Yes,No,16,Yes,Yes,No,No,No,No,No,Yes,1,Yes,85.35,1375.15,Yes,Fiber optic,Credit card (automatic)
877,3,3,1269-FOYWN,2,No,Male,0,Yes,Yes,44,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,20.0,860.85,No,None,Bank transfer (automatic)
878,2,3,1270-XKUCC,3,No,Female,0,Yes,Yes,30,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,19.7,599.25,No,None,Mailed check
879,1,1,1271-SJBGZ,1,Yes,Male,1,No,No,12,No,No phone service,No,No,Yes,Yes,No,Yes,1,Yes,43.65,526.95,Yes,DSL,Electronic check
880,4,1,1271-UODNO,3,Yes,Male,0,No,No,39,Yes,Yes,No,No,No,Yes,No,No,3,Yes,53.85,2200.7,No,DSL,Credit card (automatic)
881,2,3,1272-ILHFG,2,No,Male,0,Yes,Yes,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,19.65,332.65,No,None,Mailed check
882,1,2,1273-MTETI,1,Yes,Female,1,No,No,4,Yes,Yes,No,No,Yes,No,No,Yes,1,Yes,88.85,372.45,Yes,Fiber optic,Electronic check
883,4,1,1282-IHQAC,2,Yes,Male,1,No,No,70,No,No phone service,No,Yes,Yes,No,Yes,No,2,Yes,44.05,3011.65,No,DSL,Credit card (automatic)
884,1,2,1285-OKIPP,1,No,Male,0,No,No,1,Yes,No,No,No,No,No,No,Yes,1,No,79.9,79.9,Yes,Fiber optic,Electronic check
885,4,2,1291-CUOCY,3,Yes,Male,0,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,Yes,110.6,7962.2,No,Fiber optic,Credit card (automatic)
886,2,3,1293-BSEUN,3,Yes,Female,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,20.7,1482.3,No,None,Mailed check
887,2,3,1293-HHSHJ,2,No,Female,0,No,No,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,21.1,741,No,None,Mailed check
888,4,2,1297-VQDRP,2,Yes,Male,1,Yes,Yes,68,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2,Yes,107.15,7379.8,No,Fiber optic,Credit card (automatic)
889,1,2,1298-PHBTI,3,Yes,Male,0,Yes,Yes,71,Yes,Yes,No,Yes,No,Yes,No,No,3,Yes,84.8,6152.4,No,Fiber optic,Electronic check
890,3,3,1299-AURJA,3,No,Female,0,Yes,Yes,70,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,24.7,1685.9,No,None,Bank transfer (automatic)
891,4,1,1301-LOPVR,2,Yes,Male,0,Yes,Yes,29,No,No phone service,Yes,Yes,Yes,Yes,No,Yes,2,Yes,55.35,1636.95,No,DSL,Credit card (automatic)
892,3,3,1302-TPUBN,3,No,Male,0,No,No,66,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,19.35,1240.8,No,None,Bank transfer (automatic)
893,1,2,1302-UHBDD,1,No,Male,1,No,No,20,Yes,No,No,No,No,No,Yes,Yes,1,No,89.95,1648.45,No,Fiber optic,Electronic check
894,4,2,1303-SRDOK,3,Yes,Female,0,Yes,Yes,55,Yes,No,No,No,No,No,No,No,3,Yes,69.05,3842.6,No,Fiber optic,Credit card (automatic)
895,2,1,1304-BCCFO,1,Yes,Male,0,Yes,No,9,Yes,No,No,No,Yes,No,Yes,Yes,1,Yes,70.05,564.4,No,DSL,Mailed check
896,1,2,1304-NECVQ,1,Yes,Female,1,No,No,2,Yes,Yes,No,No,Yes,No,No,No,1,Yes,78.55,149.55,Yes,Fiber optic,Electronic check
897,1,2,1304-SEGFY,3,Yes,Female,0,Yes,No,72,Yes,Yes,No,No,Yes,No,Yes,Yes,3,Yes,97.85,6841.3,No,Fiber optic,Electronic check
898,4,3,1306-RPWXZ,3,No,Female,0,No,Yes,49,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,20.45,1024.65,No,None,Credit card (automatic)
899,1,2,1307-ATKGB,1,Yes,Male,0,No,No,24,Yes,No,No,Yes,Yes,No,No,Yes,1,Yes,89.55,2187.15,No,Fiber optic,Electronic check
900,3,2,1307-TVUFB,1,Yes,Male,1,No,No,42,Yes,Yes,No,Yes,No,No,No,No,1,Yes,79.35,3344.1,No,Fiber optic,Bank transfer (automatic)
901,1,2,1309-BXVOQ,1,Yes,Male,0,Yes,No,21,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1,Yes,106.1,2249.95,Yes,Fiber optic,Electronic check
902,1,1,1309-XGFSN,2,Yes,Male,1,Yes,Yes,52,Yes,Yes,No,Yes,Yes,No,Yes,Yes,2,Yes,80.85,4079.55,No,DSL,Electronic check
903,1,1,1310-QRITU,1,Yes,Female,0,No,No,18,Yes,Yes,No,No,No,No,No,No,1,Yes,50.3,913.3,No,DSL,Electronic check
904,1,2,1319-YLZJG,1,Yes,Male,0,Yes,No,12,Yes,No,Yes,Yes,Yes,No,No,No,1,Yes,84.6,959.9,No,Fiber optic,Electronic check
905,4,2,1320-GVNHT,3,Yes,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3,Yes,108.4,7767.25,No,Fiber optic,Credit card (automatic)
906,1,2,1320-HTRDR,1,Yes,Female,0,No,No,3,Yes,Yes,No,No,No,No,No,No,1,Yes,75.5,220.6,Yes,Fiber optic,Electronic check
907,1,2,1320-REHCS,1,Yes,Male,1,No,No,52,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1,Yes,110.75,5832,No,Fiber optic,Electronic check
908,3,1,1322-AGOQM,1,No,Male,0,No,No,46,No,No phone service,No,Yes,No,No,No,No,1,No,30.3,1380.1,Yes,DSL,Bank transfer (automatic)
909,4,2,1323-OOEPC,1,Yes,Female,0,Yes,No,53,Yes,Yes,No,Yes,No,No,Yes,Yes,1,Yes,98.4,5149.5,Yes,Fiber optic,Credit card (automatic)
910,4,1,1324-NLTJE,1,No,Female,1,No,No,15,Yes,Yes,No,No,No,Yes,No,No,1,No,55.0,757.1,Yes,DSL,Credit card (automatic)
911,4,2,1325-USMEC,3,Yes,Male,0,Yes,No,70,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,Yes,99.35,6944.5,No,Fiber optic,Credit card (automatic)
912,2,3,1328-EUZHC,3,No,Female,0,Yes,No,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,20.1,370.5,No,None,Mailed check
913,3,1,1329-VHWNP,1,No,Female,0,No,No,7,No,No phone service,No,No,No,No,No,No,1,No,25.05,189.95,No,DSL,Bank transfer (automatic)
914,3,3,1333-PBMXB,2,Yes,Female,0,Yes,Yes,54,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,24.75,1342.15,No,None,Bank transfer (automatic)
915,1,1,1334-FJSVR,1,Yes,Male,0,No,No,1,No,No phone service,No,No,No,No,No,No,1,Yes,24.25,24.25,Yes,DSL,Electronic check
916,4,2,1334-PDUKM,2,No,Female,0,Yes,No,68,Yes,Yes,No,Yes,Yes,No,No,No,2,No,86.45,5762.95,No,Fiber optic,Credit card (automatic)
917,1,2,1335-HQMKX,2,Yes,Female,0,Yes,No,72,Yes,Yes,No,Yes,Yes,No,Yes,Yes,2,Yes,101.35,7323.15,No,Fiber optic,Electronic check
918,4,1,1335-MXCSE,3,Yes,Male,0,Yes,Yes,55,Yes,No,No,No,Yes,Yes,No,No,3,Yes,55.25,3119.9,No,DSL,Credit card (automatic)
919,1,1,1335-NTIUC,1,Yes,Male,0,No,No,9,No,No phone service,No,No,No,No,No,No,1,Yes,24.95,190.25,No,DSL,Electronic check
920,2,3,1336-EZFZY,1,No,Female,0,No,No,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,20.05,83.3,No,None,Mailed check
921,4,1,1337-BOZWO,2,No,Male,0,Yes,Yes,18,No,No phone service,No,Yes,Yes,No,Yes,No,2,No,46.4,812.4,No,DSL,Credit card (automatic)
922,3,1,1338-CECEE,2,No,Male,0,Yes,Yes,41,Yes,Yes,No,Yes,Yes,No,Yes,No,2,No,68.5,2839.95,No,DSL,Bank transfer (automatic)
923,3,2,1342-JPNKI,1,Yes,Male,0,No,No,10,Yes,Yes,No,No,No,No,Yes,No,1,Yes,86.05,834.1,Yes,Fiber optic,Bank transfer (automatic)
924,1,2,1343-EHPYB,1,Yes,Male,0,Yes,No,63,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,Yes,103.4,6603,Yes,Fiber optic,Electronic check
925,2,3,1345-GKDZZ,1,No,Male,0,No,Yes,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.55,128.6,No,None,Mailed check
926,2,3,1345-ZUKID,2,No,Male,0,No,No,14,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,19.35,324.8,No,None,Mailed check
927,4,2,1346-PJWTK,1,No,Male,0,Yes,No,61,Yes,No,No,Yes,Yes,Yes,No,Yes,1,No,94.15,5731.85,No,Fiber optic,Credit card (automatic)
928,4,2,1346-UFHAX,1,Yes,Female,0,No,No,13,Yes,Yes,Yes,No,No,No,No,No,1,Yes,80.0,1029.35,No,Fiber optic,Credit card (automatic)
929,4,2,1347-KTTTA,2,Yes,Male,0,Yes,No,64,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2,Yes,102.45,6654.1,No,Fiber optic,Credit card (automatic)
930,3,3,1349-WXNGG,1,No,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,20.05,20.05,Yes,None,Bank transfer (automatic)
931,3,2,1352-HNSAW,3,Yes,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,115.6,8220.4,No,Fiber optic,Bank transfer (automatic)
932,3,1,1352-VHKAJ,1,No,Male,0,Yes,Yes,27,Yes,Yes,No,No,No,Yes,Yes,Yes,1,No,71.6,1957.1,No,DSL,Bank transfer (automatic)
933,3,1,1353-GHZOS,2,Yes,Male,0,Yes,No,22,Yes,No,Yes,No,No,No,Yes,No,2,Yes,59.75,1374.35,No,DSL,Bank transfer (automatic)
934,1,1,1353-LJWEM,1,Yes,Male,0,No,No,11,Yes,No,No,Yes,Yes,Yes,No,No,1,Yes,60.9,688.5,No,DSL,Electronic check
935,4,3,1354-YZFNB,3,No,Male,0,Yes,Yes,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,19.55,68.8,No,None,Credit card (automatic)
936,1,1,1355-KUSBG,1,No,Female,0,Yes,Yes,7,Yes,Yes,No,No,No,No,No,No,1,No,48.8,349.8,No,DSL,Electronic check
937,4,1,1356-MKYSK,1,No,Male,0,No,No,6,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1,No,78.65,483.3,No,DSL,Credit card (automatic)
938,1,2,1357-BIJKI,2,Yes,Male,0,Yes,No,50,Yes,Yes,No,Yes,No,No,Yes,Yes,2,Yes,98.25,4858.7,No,Fiber optic,Electronic check
939,3,1,1357-MVDOZ,1,Yes,Male,0,Yes,Yes,11,Yes,No,No,No,Yes,No,Yes,No,1,Yes,59.65,683.25,No,DSL,Bank transfer (automatic)
940,1,2,1360-JYXKQ,2,Yes,Female,1,Yes,No,54,Yes,No,No,No,Yes,Yes,Yes,Yes,2,Yes,99.1,5437.1,No,Fiber optic,Electronic check
941,3,1,1360-RCYRT,1,Yes,Male,0,Yes,Yes,23,No,No phone service,No,No,No,Yes,No,No,1,Yes,30.35,678.75,No,DSL,Bank transfer (automatic)
942,4,2,1360-XFJMR,2,Yes,Female,0,Yes,No,67,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2,Yes,109.7,7344.45,No,Fiber optic,Credit card (automatic)
943,1,2,1363-TXLSL,1,Yes,Male,1,Yes,No,1,Yes,No,No,No,No,No,No,No,1,Yes,70.3,70.3,Yes,Fiber optic,Electronic check
944,1,2,1370-GGAWX,2,Yes,Female,0,No,No,46,Yes,Yes,No,Yes,Yes,No,No,Yes,2,Yes,94.15,4408.45,No,Fiber optic,Electronic check
945,4,1,1371-DWPAZ,3,No,Female,0,Yes,Yes,0,No,No phone service,Yes,Yes,Yes,Yes,Yes,No,3,No,56.05, ,No,DSL,Credit card (automatic)
946,3,3,1371-OJCEK,2,No,Female,0,No,No,48,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,24.35,1133.7,No,None,Bank transfer (automatic)
947,1,1,1371-WEPDS,2,No,Male,1,Yes,No,40,Yes,No,No,No,No,No,No,Yes,2,No,55.8,2283.3,No,DSL,Electronic check
948,1,1,1373-ORVIZ,1,Yes,Female,0,Yes,Yes,11,Yes,Yes,No,No,No,Yes,No,Yes,1,Yes,66.35,740.8,Yes,DSL,Electronic check
949,1,2,1374-DMZUI,1,Yes,Female,1,No,No,4,Yes,Yes,No,No,No,No,Yes,Yes,1,Yes,94.3,424.45,Yes,Fiber optic,Electronic check
950,2,1,1376-HHBDV,1,Yes,Female,0,No,No,30,Yes,No,Yes,No,No,No,No,No,1,Yes,48.8,1536.75,No,DSL,Mailed check
951,1,2,1379-FRVEB,1,Yes,Male,0,No,Yes,15,Yes,Yes,No,Yes,No,No,Yes,No,1,Yes,91.0,1430.05,No,Fiber optic,Electronic check
952,2,3,1383-EZRWL,1,No,Female,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,20.05,164.85,Yes,None,Mailed check
953,2,2,1384-RCUXW,1,Yes,Male,0,No,No,16,Yes,Yes,No,Yes,No,No,No,No,1,Yes,80.55,1248.9,No,Fiber optic,Mailed check
954,4,3,1385-TQOZW,1,Yes,Female,0,No,No,9,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,20.45,147.55,No,None,Credit card (automatic)
955,2,3,1386-ZIKUV,1,Yes,Male,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,18.95,130.55,No,None,Mailed check
956,1,2,1389-CXMLU,1,No,Male,1,No,No,3,Yes,Yes,No,No,Yes,No,Yes,No,1,No,91.05,289.1,Yes,Fiber optic,Electronic check
957,3,1,1389-WNUIB,2,No,Female,0,Yes,Yes,20,Yes,Yes,Yes,No,No,No,Yes,Yes,2,No,76.0,1588.75,No,DSL,Bank transfer (automatic)
958,1,2,1391-UBDAR,1,No,Male,0,No,No,11,Yes,No,No,No,Yes,No,No,No,1,No,72.9,818.45,No,Fiber optic,Electronic check
959,1,2,1393-IMKZG,1,Yes,Female,0,No,No,1,Yes,No,No,No,No,Yes,Yes,Yes,1,Yes,95.85,95.85,No,Fiber optic,Electronic check
960,1,2,1394-SUIUH,1,Yes,Female,1,Yes,No,44,Yes,No,Yes,Yes,No,Yes,No,No,1,Yes,85.15,3670.5,No,Fiber optic,Electronic check
961,4,1,1395-OFUWC,1,No,Male,0,Yes,Yes,43,No,No phone service,No,Yes,No,No,No,No,1,No,29.3,1224.05,No,DSL,Credit card (automatic)
962,2,3,1395-WSWXR,3,No,Male,0,No,No,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,20.75,487.05,No,None,Mailed check
963,3,2,1396-QWFBJ,1,Yes,Female,0,Yes,Yes,21,Yes,No,No,Yes,No,No,No,No,1,Yes,74.05,1565.7,Yes,Fiber optic,Bank transfer (automatic)
964,2,1,1397-XKKWR,2,No,Male,0,No,No,7,No,No phone service,Yes,No,Yes,No,No,No,2,No,35.3,264.8,No,DSL,Mailed check
965,3,3,1399-OUPJN,3,No,Female,0,Yes,Yes,57,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,19.75,1272.05,No,None,Bank transfer (automatic)
